Unidades de saúde;Data;Quantidade de leitos UTI Adulto COVID;Disponíveis/Vagos UTI Adulto COVID;Ocupados UTI Adulto COVID;Bloqueados UTI Adulto COVID;Ocupação(%) de leitos UTI Adulto COVID;Quantidade de leitos UTI Adulto Não COVID;Disponíveis/Vagos UTI Adulto Não COVID;Ocupados UTI Adulto Não COVID;Bloqueados UTI Adulto Não COVID;Ocupação(%) de leitos UTI Adulto Não COVID
CATALÃO/SÃO NICOLAU;26/12/2020;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;27/12/2020;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;28/12/2020;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;29/12/2020;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;30/12/2020;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;31/12/2020;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;01/01/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;02/01/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;03/01/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;04/01/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;05/01/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;06/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;07/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;08/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;09/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;10/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;11/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;12/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;13/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;14/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;15/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;16/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;17/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;18/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;19/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;20/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;21/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;22/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;23/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;24/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;25/01/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;26/01/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;27/01/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;28/01/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;29/01/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;30/01/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;31/01/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;01/02/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;02/02/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;04/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;05/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;06/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;07/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;08/02/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;09/02/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;10/02/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;11/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;12/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;13/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;14/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;15/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;16/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;17/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;18/02/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;19/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;20/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;21/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;22/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;23/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;24/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;25/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;26/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;27/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;28/02/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;01/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;02/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;04/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;05/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;06/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;07/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;08/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;09/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;10/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;11/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;12/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;13/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;14/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;15/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;16/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;17/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;18/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;19/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;20/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;21/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;22/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;23/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;24/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;25/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;26/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;27/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;28/03/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;29/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;30/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;31/03/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;01/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;02/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;04/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;05/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;06/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;07/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;08/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;09/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;10/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;11/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;12/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;13/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;14/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;15/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;16/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;17/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;18/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;19/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;20/04/2021;;;;;;3;0;0;3;100,0
CATALÃO/SÃO NICOLAU;21/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;22/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;23/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;24/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;25/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;26/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;27/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;28/04/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;29/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;30/04/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;01/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;02/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;04/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;05/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;06/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;07/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;08/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;09/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;10/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;11/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;12/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;13/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;14/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;15/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;16/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;17/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;18/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;19/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;20/05/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;21/05/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;22/05/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;23/05/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;24/05/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;25/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;26/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;27/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;28/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;29/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;30/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;31/05/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;01/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;02/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;04/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;05/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;06/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;07/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;08/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;09/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;10/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;11/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;12/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;13/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;14/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;15/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;16/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;17/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;18/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;19/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;20/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;21/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;22/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;23/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;24/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;25/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;26/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;27/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;28/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;29/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;30/06/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;01/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;02/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;04/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;05/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;06/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;07/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;08/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;09/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;10/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;11/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;12/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;13/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;14/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;15/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;16/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;17/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;18/07/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;19/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;20/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;21/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;22/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;23/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;24/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;25/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;26/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;28/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;29/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;30/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;31/07/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;01/08/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;02/08/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;03/08/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;04/08/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;05/08/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;06/08/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;07/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;08/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;09/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;10/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;11/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;12/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;13/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;14/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;15/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;16/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;17/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;18/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;19/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;20/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;21/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;22/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;23/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;24/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;25/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;26/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;27/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;28/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;29/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;30/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;31/08/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;01/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;02/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;03/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;04/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;05/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;06/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;07/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;08/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;09/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;10/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;11/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;12/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;13/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;14/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;15/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;16/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;17/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;18/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;19/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;20/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;21/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;22/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;23/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;24/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;25/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;26/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;27/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;28/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;29/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;30/09/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;01/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;02/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;03/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;04/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;05/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;06/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;07/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;08/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;09/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;10/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;11/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;12/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;13/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;14/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;15/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;16/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;17/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;18/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;19/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;20/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;21/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;22/10/2021;;;;;;3;0;3;0;100,0
CATALÃO/SÃO NICOLAU;23/10/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;24/10/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;25/10/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;26/10/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;27/10/2021;;;;;;3;2;1;0;33,33
CATALÃO/SÃO NICOLAU;28/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;29/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;30/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;31/10/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;01/11/2021;;;;;;3;1;2;0;66,67
CATALÃO/SÃO NICOLAU;02/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;03/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;04/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;05/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;06/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;07/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;08/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;09/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;10/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;11/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;12/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;13/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;14/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;15/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;16/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;17/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;18/11/2021;;;;;;3;3;0;0;0,0
CATALÃO/SÃO NICOLAU;19/11/2021;;;;;;3;3;0;0;0,0
