Unidades de saúde;Data;Quantidade de leitos Enfermaria Ped COVID;Disponíveis/Vagos Enfermaria Ped COVID;Ocupados Enfermaria Ped COVID;Bloqueados Enfermaria Ped COVID;Ocupação(%) de leitos Enfermaria Ped COVID;Quantidade de leitos Enfermaria Ped Não COVID;Disponíveis/Vagos Enfermaria Ped Não COVID;Ocupados Enfermaria Ped Não COVID;Bloqueados Enfermaria Ped Não COVID;Ocupação(%) de leitos Enfermaria Ped Não COVID
GOIÂNIA/HMI;07/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;08/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;09/02/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;10/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;11/02/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;12/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;13/02/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;14/02/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;15/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;16/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;17/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;18/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;19/02/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;20/02/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;21/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;22/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;23/02/2020;;;;;;20,0;2,0;13,0;5,0;90,0
GOIÂNIA/HMI;24/02/2020;;;;;;20,0;2,0;13,0;5,0;90,0
GOIÂNIA/HMI;25/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;26/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;27/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;28/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;29/02/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;01/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;02/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;03/03/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;04/03/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;05/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;06/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;07/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;08/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;09/03/2020;;;;;;20,0;2,0;13,0;5,0;90,0
GOIÂNIA/HMI;10/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;11/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;12/03/2020;;;;;;20,0;2,0;13,0;5,0;90,0
GOIÂNIA/HMI;13/03/2020;;;;;;20,0;2,0;13,0;5,0;90,0
GOIÂNIA/HMI;14/03/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;15/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;16/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;17/03/2020;;;;;;20,0;2,0;13,0;5,0;90,0
GOIÂNIA/HMI;18/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;19/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;20/03/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;21/03/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;22/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;23/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;24/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;25/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;26/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;27/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;28/03/2020;;;;;;20,0;1,0;14,0;5,0;95,0
GOIÂNIA/HMI;29/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;30/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;31/03/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;01/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;02/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;03/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;04/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;05/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;06/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;07/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;08/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;09/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;10/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;11/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;12/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;13/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;14/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;15/04/2020;;;;;;20,0;0,0;15,0;5,0;100,0
GOIÂNIA/HMI;16/04/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;17/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;18/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;19/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;20/04/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;21/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;22/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;23/04/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;24/04/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;25/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;26/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;27/04/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;28/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;29/04/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;30/04/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;01/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;02/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;03/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;04/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;05/05/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;06/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;07/05/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;08/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;09/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;10/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;11/05/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;12/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;13/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;14/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;15/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;16/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;17/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;18/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;19/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;20/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;21/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;22/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;23/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;24/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;25/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;26/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;27/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;28/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;29/05/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;30/05/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;31/05/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;01/06/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;02/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;03/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;04/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;05/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;06/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;07/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;08/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;09/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;10/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;11/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;12/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;13/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;14/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;15/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;16/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;17/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;18/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;19/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;20/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;21/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;22/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;23/06/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;24/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;25/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;26/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;27/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;28/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;29/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;30/06/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;01/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;02/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;03/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;04/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;05/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;06/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;07/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;08/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;09/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;10/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;11/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;12/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;13/07/2020;;;;;;15,0;4,0;11,0;0,0;73,33
GOIÂNIA/HMI;14/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;15/07/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;16/07/2020;;;;;;15,0;3,0;12,0;0,0;80,0
GOIÂNIA/HMI;17/07/2020;;;;;;15,0;5,0;10,0;0,0;66,67
GOIÂNIA/HMI;18/07/2020;;;;;;15,0;5,0;10,0;0,0;66,67
GOIÂNIA/HMI;19/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;20/07/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;21/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;22/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;23/07/2020;;;;;;15,0;2,0;13,0;0,0;86,67
GOIÂNIA/HMI;24/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;25/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;26/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;27/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;28/07/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;29/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;30/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;31/07/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;01/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;02/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;03/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;04/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;05/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;06/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;07/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;08/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;09/08/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;10/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;11/08/2020;;;;;;15,0;3,0;12,0;0,0;80,0
GOIÂNIA/HMI;12/08/2020;;;;;;15,0;2,0;11,0;2,0;86,67
GOIÂNIA/HMI;13/08/2020;;;;;;15,0;0,0;12,0;3,0;100,0
GOIÂNIA/HMI;14/08/2020;;;;;;15,0;0,0;12,0;3,0;100,0
GOIÂNIA/HMI;15/08/2020;;;;;;15,0;1,0;11,0;3,0;93,33
GOIÂNIA/HMI;16/08/2020;;;;;;15,0;1,0;11,0;3,0;93,33
GOIÂNIA/HMI;17/08/2020;;;;;;15,0;2,0;12,0;1,0;86,67
GOIÂNIA/HMI;18/08/2020;;;;;;15,0;1,0;13,0;1,0;93,33
GOIÂNIA/HMI;19/08/2020;;;;;;15,0;1,0;13,0;1,0;93,33
GOIÂNIA/HMI;20/08/2020;;;;;;15,0;1,0;13,0;1,0;93,33
GOIÂNIA/HMI;21/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;22/08/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;23/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;24/08/2020;;;;;;15,0;4,0;11,0;0,0;73,33
GOIÂNIA/HMI;25/08/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;26/08/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;27/08/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;28/08/2020;;;;;;15,0;1,0;14,0;0,0;93,33
GOIÂNIA/HMI;29/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;30/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;31/08/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;01/09/2020;;;;;;15,0;0,0;15,0;0,0;100,0
GOIÂNIA/HMI;02/09/2020;;;;;;23,0;16,0;7,0;0,0;30,43
GOIÂNIA/HMI;03/09/2020;;;;;;23,0;13,0;10,0;0,0;43,48
GOIÂNIA/HMI;04/09/2020;;;;;;23,0;12,0;11,0;0,0;47,83
GOIÂNIA/HMI;05/09/2020;;;;;;23,0;12,0;11,0;0,0;47,83
GOIÂNIA/HMI;06/09/2020;;;;;;23,0;6,0;17,0;0,0;73,91
GOIÂNIA/HMI;07/09/2020;;;;;;23,0;8,0;15,0;0,0;65,22
GOIÂNIA/HMI;08/09/2020;;;;;;23,0;9,0;14,0;0,0;60,87
GOIÂNIA/HMI;09/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;10/09/2020;;;;;;23,0;2,0;21,0;0,0;91,3
GOIÂNIA/HMI;11/09/2020;;;;;;23,0;6,0;17,0;0,0;73,91
GOIÂNIA/HMI;12/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;13/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;14/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;15/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;16/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;17/09/2020;;;;;;23,0;9,0;14,0;0,0;60,87
GOIÂNIA/HMI;18/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;19/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;20/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;21/09/2020;;;;;;23,0;3,0;20,0;0,0;86,96
GOIÂNIA/HMI;22/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;23/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;24/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;25/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;26/09/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;27/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;28/09/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;29/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;30/09/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;01/10/2020;;;;;;23,0;8,0;15,0;0,0;65,22
GOIÂNIA/HMI;02/10/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;03/10/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;04/10/2020;;;;;;23,0;8,0;15,0;0,0;65,22
GOIÂNIA/HMI;05/10/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;06/10/2020;;;;;;23,0;6,0;17,0;0,0;73,91
GOIÂNIA/HMI;07/10/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;08/10/2020;;;;;;23,0;3,0;20,0;0,0;86,96
GOIÂNIA/HMI;09/10/2020;;;;;;23,0;3,0;20,0;0,0;86,96
GOIÂNIA/HMI;10/10/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;11/10/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;12/10/2020;;;;;;23,0;6,0;17,0;0,0;73,91
GOIÂNIA/HMI;13/10/2020;;;;;;23,0;6,0;17,0;0,0;73,91
GOIÂNIA/HMI;14/10/2020;;;;;;23,0;6,0;17,0;0,0;73,91
GOIÂNIA/HMI;15/10/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;16/10/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;17/10/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;18/10/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;19/10/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;20/10/2020;;;;;;23,0;5,0;18,0;0,0;78,26
GOIÂNIA/HMI;21/10/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;22/10/2020;;;;;;23,0;4,0;19,0;0,0;82,61
GOIÂNIA/HMI;23/10/2020;;;;;;23,0;8,0;15,0;0,0;65,22
GOIÂNIA/HMI;24/10/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;25/10/2020;;;;;;23,0;7,0;16,0;0,0;69,57
GOIÂNIA/HMI;26/10/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;27/10/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;28/10/2020;;;;;;19,0;3,0;16,0;0,0;84,21
GOIÂNIA/HMI;29/10/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;30/10/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;31/10/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;01/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;02/11/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;03/11/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;04/11/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;05/11/2020;;;;;;19,0;5,0;14,0;0,0;73,68
GOIÂNIA/HMI;06/11/2020;;;;;;19,0;5,0;14,0;0,0;73,68
GOIÂNIA/HMI;07/11/2020;;;;;;19,0;5,0;14,0;0,0;73,68
GOIÂNIA/HMI;08/11/2020;;;;;;19,0;6,0;13,0;0,0;68,42
GOIÂNIA/HMI;09/11/2020;;;;;;19,0;1,0;14,0;4,0;94,74
GOIÂNIA/HMI;10/11/2020;;;;;;19,0;0,0;15,0;4,0;100,0
GOIÂNIA/HMI;11/11/2020;;;;;;19,0;1,0;14,0;4,0;94,74
GOIÂNIA/HMI;12/11/2020;;;;;;19,0;2,0;16,0;1,0;89,47
GOIÂNIA/HMI;13/11/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;14/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;15/11/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;16/11/2020;;;;;;19,0;0,0;19,0;0,0;100,0
GOIÂNIA/HMI;17/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;18/11/2020;;;;;;19,0;4,0;15,0;0,0;78,95
GOIÂNIA/HMI;19/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;20/11/2020;;;;;;19,0;3,0;16,0;0,0;84,21
GOIÂNIA/HMI;21/11/2020;;;;;;19,0;2,0;14,0;3,0;89,47
GOIÂNIA/HMI;22/11/2020;;;;;;19,0;2,0;14,0;3,0;89,47
GOIÂNIA/HMI;23/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;24/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;25/11/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;26/11/2020;;;;;;19,0;6,0;13,0;0,0;68,42
GOIÂNIA/HMI;27/11/2020;;;;;;19,0;5,0;14,0;0,0;73,68
GOIÂNIA/HMI;28/11/2020;;;;;;19,0;4,0;15,0;0,0;78,95
GOIÂNIA/HMI;29/11/2020;;;;;;19,0;4,0;15,0;0,0;78,95
GOIÂNIA/HMI;30/11/2020;;;;;;19,0;5,0;14,0;0,0;73,68
GOIÂNIA/HMI;01/12/2020;;;;;;19,0;6,0;13,0;0,0;68,42
GOIÂNIA/HMI;02/12/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;03/12/2020;;;;;;19,0;2,0;17,0;0,0;89,47
GOIÂNIA/HMI;04/12/2020;;;;;;19,0;1,0;18,0;0,0;94,74
GOIÂNIA/HMI;05/12/2020;;;;;;19,0;1,0;18,0;0,0;94,74
GOIÂNIA/HMI;06/12/2020;;;;;;19,0;1,0;18,0;0,0;94,74
GOIÂNIA/HMI;07/12/2020;;;;;;19,0;0,0;19,0;0,0;100,0
