Unidades de saúde;Data;Quantidade de leitos UTI Pediátrica COVID;Disponíveis/Vagos UTI Pediátrica COVID;Ocupados UTI Pediátrica COVID;Bloqueados UTI Pediátrica COVID;Ocupação(%) de leitos UTI Pediátrica COVID;Quantidade de leitos UTI Pediátrica Não COVID;Disponíveis/Vagos UTI Pediátrica Não COVID;Ocupados UTI Pediátrica Não COVID;Bloqueados UTI Pediátrica Não COVID;Ocupação(%) de leitos UTI Pediátrica Não COVID
ITUMBIARA/H. E. SAO MARCOS;18/11/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;19/11/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;20/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H. E. SAO MARCOS;21/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H. E. SAO MARCOS;22/11/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;23/11/2022;;;;;;10;9;1;0;10,0
ITUMBIARA/H. E. SAO MARCOS;24/11/2022;;;;;;10;7;2;1;30,0
ITUMBIARA/H. E. SAO MARCOS;25/11/2022;;;;;;10;7;2;1;30,0
ITUMBIARA/H. E. SAO MARCOS;26/11/2022;;;;;;10;7;2;1;30,0
ITUMBIARA/H. E. SAO MARCOS;27/11/2022;;;;;;10;6;3;1;40,0
ITUMBIARA/H. E. SAO MARCOS;28/11/2022;;;;;;10;4;4;2;60,0
ITUMBIARA/H. E. SAO MARCOS;29/11/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;30/11/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;01/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;02/12/2022;;;;;;10;5;3;2;50,0
ITUMBIARA/H. E. SAO MARCOS;03/12/2022;;;;;;10;5;3;2;50,0
ITUMBIARA/H. E. SAO MARCOS;04/12/2022;;;;;;10;6;1;3;40,0
ITUMBIARA/H. E. SAO MARCOS;05/12/2022;;;;;;10;6;2;2;40,0
ITUMBIARA/H. E. SAO MARCOS;06/12/2022;;;;;;10;8;1;1;20,0
ITUMBIARA/H. E. SAO MARCOS;07/12/2022;;;;;;10;8;1;1;20,0
ITUMBIARA/H. E. SAO MARCOS;08/12/2022;;;;;;10;9;1;0;10,0
ITUMBIARA/H. E. SAO MARCOS;09/12/2022;;;;;;10;9;1;0;10,0
ITUMBIARA/H. E. SAO MARCOS;10/12/2022;;;;;;10;5;3;2;50,0
ITUMBIARA/H. E. SAO MARCOS;11/12/2022;;;;;;10;3;5;2;70,0
ITUMBIARA/H. E. SAO MARCOS;12/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;13/12/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;14/12/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H. E. SAO MARCOS;15/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H. E. SAO MARCOS;16/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;17/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;18/12/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H. E. SAO MARCOS;19/12/2022;;;;;;10;5;3;2;50,0
ITUMBIARA/H. E. SAO MARCOS;20/12/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;21/12/2022;;;;;;10;9;1;0;10,0
ITUMBIARA/H. E. SAO MARCOS;22/12/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;23/12/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H. E. SAO MARCOS;24/12/2022;;;;;;10;6;3;1;40,0
ITUMBIARA/H. E. SAO MARCOS;25/12/2022;;;;;;10;6;3;1;40,0
ITUMBIARA/H. E. SAO MARCOS;26/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;27/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;28/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;29/12/2022;;;;;;10;4;4;2;60,0
ITUMBIARA/H. E. SAO MARCOS;30/12/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H. E. SAO MARCOS;31/12/2022;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;01/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;02/01/2020;;;;;;10;5;4;1;50,0
SANTA HELENA/HERSO;03/01/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;04/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;05/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;06/01/2020;;;;;;10;4;6;0;60,0
SANTA HELENA/HERSO;07/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;08/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;09/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;10/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;11/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;12/01/2020;;;;;;10;3;6;1;70,0
SANTA HELENA/HERSO;13/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;14/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;15/01/2020;;;;;;10;4;6;0;60,0
SANTA HELENA/HERSO;16/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;17/01/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;18/01/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;19/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;20/01/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;21/01/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;22/01/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;23/01/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;24/01/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;25/01/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;26/01/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;27/01/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;28/01/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;29/01/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;30/01/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;31/01/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;01/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;02/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;03/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;04/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;05/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;06/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;07/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;08/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;09/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;10/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;11/02/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;12/02/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;13/02/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;14/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;15/02/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;16/02/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;17/02/2020;;;;;;10;6;3;1;40,0
SANTA HELENA/HERSO;18/02/2020;;;;;;10;5;4;1;50,0
SANTA HELENA/HERSO;19/02/2020;;;;;;10;5;4;1;50,0
SANTA HELENA/HERSO;20/02/2020;;;;;;10;5;4;1;50,0
SANTA HELENA/HERSO;21/02/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;22/02/2020;;;;;;10;3;6;1;70,0
SANTA HELENA/HERSO;23/02/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;24/02/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;25/02/2020;;;;;;10;4;6;0;60,0
SANTA HELENA/HERSO;26/02/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;27/02/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;28/02/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;29/02/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;01/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;02/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;03/03/2020;;;;;;10;0;8;2;100,0
SANTA HELENA/HERSO;04/03/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;05/03/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;06/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;07/03/2020;;;;;;10;4;6;0;60,0
SANTA HELENA/HERSO;08/03/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;09/03/2020;;;;;;10;4;6;0;60,0
SANTA HELENA/HERSO;10/03/2020;;;;;;10;4;6;0;60,0
SANTA HELENA/HERSO;11/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;12/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;13/03/2020;;;;;;10;0;9;1;100,0
SANTA HELENA/HERSO;14/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;15/03/2020;;;;;;10;1;9;0;90,0
SANTA HELENA/HERSO;16/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;17/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;18/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;19/03/2020;;;;;;10;0;9;1;100,0
SANTA HELENA/HERSO;20/03/2020;;;;;;10;1;9;0;90,0
SANTA HELENA/HERSO;21/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;22/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;23/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;24/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;25/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;26/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;27/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;28/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;29/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;30/03/2020;;;;;;10;0;10;0;100,0
SANTA HELENA/HERSO;31/03/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;01/04/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;02/04/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;03/04/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;04/04/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;05/04/2020;;;;;;10;2;8;0;80,0
SANTA HELENA/HERSO;06/04/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;07/04/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;08/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;09/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;10/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;11/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;12/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;13/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;14/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;15/04/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;16/04/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;17/04/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;18/04/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;19/04/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;20/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;21/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;22/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;23/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;24/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;25/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;26/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;27/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;28/04/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;29/04/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;30/04/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;01/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;02/05/2020;;;;;;10;8;1;1;20,0
SANTA HELENA/HERSO;03/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;04/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;05/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;06/05/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;07/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;08/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;09/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;10/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;11/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;12/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;13/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;14/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;15/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;16/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;17/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;18/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;19/05/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;20/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;21/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;22/05/2020;;;;;;10;7;2;1;30,0
SANTA HELENA/HERSO;23/05/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;24/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;25/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;26/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;27/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;28/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;29/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;30/05/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;31/05/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;01/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;02/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;03/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;04/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;05/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;06/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;07/06/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;08/06/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;09/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;10/06/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;11/06/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;12/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;13/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;14/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;15/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;16/06/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;17/06/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;18/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;19/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;20/06/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;21/06/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;22/06/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;23/06/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;24/06/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;25/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;26/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;27/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;28/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;29/06/2020;;;;;;10;10;0;0;0,0
SANTA HELENA/HERSO;30/06/2020;;;;;;10;9;0;1;10,0
SANTA HELENA/HERSO;01/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;02/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;03/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;04/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;05/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;06/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;07/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;08/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;09/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;10/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;11/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;12/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;13/07/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;14/07/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;15/07/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;16/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;17/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;18/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;19/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;20/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;21/07/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;22/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;23/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;24/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;25/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;26/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;27/07/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;28/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;29/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;30/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;31/07/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;01/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;02/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;03/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;04/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;05/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;06/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;07/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;08/08/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;09/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;10/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;11/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;12/08/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;13/08/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;14/08/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;15/08/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;16/08/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;17/08/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;18/08/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;19/08/2020;;;;;;10;4;5;1;60,0
SANTA HELENA/HERSO;20/08/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;21/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;22/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;23/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;24/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;25/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;26/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;27/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;28/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;29/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;30/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;31/08/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;01/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;02/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;03/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;04/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;05/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;06/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;07/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;08/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;09/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;10/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;11/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;12/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;13/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;14/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;15/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;16/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;17/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;18/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;19/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;20/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;21/09/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;22/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;23/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;24/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;25/09/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;26/09/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;27/09/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;28/09/2020;;;;;;10;5;5;0;50,0
SANTA HELENA/HERSO;29/09/2020;;;;;;10;3;7;0;70,0
SANTA HELENA/HERSO;30/09/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;01/10/2020;;;;;;10;4;5;1;60,0
SANTA HELENA/HERSO;02/10/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;03/10/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;04/10/2020;;;;;;10;6;4;0;40,0
SANTA HELENA/HERSO;05/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;06/10/2020;;;;;;10;7;3;0;30,0
SANTA HELENA/HERSO;07/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;08/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;09/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;10/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;11/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;12/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;13/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;14/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;15/10/2020;;;;;;10;9;1;0;10,0
SANTA HELENA/HERSO;16/10/2020;;;;;;10;8;2;0;20,0
SANTA HELENA/HERSO;17/10/2020;;;;;;10;0;3;7;100,0
SANTA HELENA/HERSO;18/10/2020;;;;;;10;0;3;7;100,0
SANTA HELENA/HERSO;19/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;20/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;21/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;22/10/2020;;;;;;10;0;2;8;100,0
SANTA HELENA/HERSO;23/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;24/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;25/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;26/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;27/10/2020;;;;;;10;1;2;7;90,0
SANTA HELENA/HERSO;28/10/2020;;;;;;10;0;2;8;100,0
SANTA HELENA/HERSO;29/10/2020;;;;;;10;1;1;8;90,0
SANTA HELENA/HERSO;30/10/2020;;;;;;10;1;1;8;90,0
SANTA HELENA/HERSO;31/10/2020;;;;;;10;1;1;8;90,0
SANTA HELENA/HERSO;01/11/2020;;;;;;10;0;1;9;100,0
SANTA HELENA/HERSO;02/11/2020;;;;;;10;0;1;9;100,0
SANTA HELENA/HERSO;03/11/2020;;;;;;10;0;1;9;100,0
