Unidades de saúde;Data;Quantidade de leitos UTI Pediátrica COVID;Disponíveis/Vagos UTI Pediátrica COVID;Ocupados UTI Pediátrica COVID;Bloqueados UTI Pediátrica COVID;Ocupação(%) de leitos UTI Pediátrica COVID;Quantidade de leitos UTI Pediátrica Não COVID;Disponíveis/Vagos UTI Pediátrica Não COVID;Ocupados UTI Pediátrica Não COVID;Bloqueados UTI Pediátrica Não COVID;Ocupação(%) de leitos UTI Pediátrica Não COVID
GOIÂNIA/HECAD;16/01/2022;9;9;0;0;0,0;21;1;10;10;95,24
GOIÂNIA/HECAD;17/01/2022;9;9;0;0;0,0;21;2;9;10;90,48
GOIÂNIA/HECAD;18/01/2022;10;10;0;0;0,0;20;0;10;10;100,0
GOIÂNIA/HECAD;19/01/2022;10;9;1;0;10,0;20;0;10;10;100,0
GOIÂNIA/HECAD;20/01/2022;10;7;3;0;30,0;20;0;10;10;100,0
GOIÂNIA/HECAD;21/01/2022;10;4;6;0;60,0;20;0;10;10;100,0
GOIÂNIA/HECAD;22/01/2022;10;2;8;0;80,0;20;0;10;10;100,0
GOIÂNIA/HECAD;23/01/2022;10;3;7;0;70,0;20;0;10;10;100,0
GOIÂNIA/HECAD;24/01/2022;10;4;6;0;60,0;20;0;10;10;100,0
GOIÂNIA/HECAD;25/01/2022;10;4;6;0;60,0;20;2;8;10;90,0
GOIÂNIA/HECAD;26/01/2022;10;4;6;0;60,0;20;1;9;10;95,0
GOIÂNIA/HECAD;27/01/2022;10;4;6;0;60,0;20;1;9;10;95,0
GOIÂNIA/HECAD;28/01/2022;10;2;8;0;80,0;20;0;10;10;100,0
GOIÂNIA/HECAD;29/01/2022;10;0;10;0;100,0;20;2;8;10;90,0
GOIÂNIA/HECAD;30/01/2022;10;1;9;0;90,0;20;2;8;10;90,0
GOIÂNIA/HECAD;31/01/2022;10;1;9;0;90,0;20;2;8;10;90,0
GOIÂNIA/HECAD;01/02/2022;10;4;6;0;60,0;20;2;7;11;90,0
GOIÂNIA/HECAD;02/02/2022;10;2;7;1;80,0;20;0;10;10;100,0
GOIÂNIA/HECAD;03/02/2022;10;4;6;0;60,0;20;2;8;10;90,0
GOIÂNIA/HECAD;04/02/2022;10;2;8;0;80,0;20;10;10;0;50,0
GOIÂNIA/HECAD;05/02/2022;10;2;8;0;80,0;20;7;13;0;65,0
GOIÂNIA/HECAD;06/02/2022;10;2;8;0;80,0;20;6;14;0;70,0
GOIÂNIA/HECAD;07/02/2022;10;2;8;0;80,0;20;5;15;0;75,0
GOIÂNIA/HECAD;08/02/2022;10;3;7;0;70,0;20;4;16;0;80,0
GOIÂNIA/HECAD;09/02/2022;10;1;9;0;90,0;20;3;17;0;85,0
GOIÂNIA/HECAD;10/02/2022;10;1;9;0;90,0;20;4;16;0;80,0
GOIÂNIA/HECAD;11/02/2022;10;4;6;0;60,0;20;2;18;0;90,0
GOIÂNIA/HECAD;12/02/2022;10;4;6;0;60,0;20;6;14;0;70,0
GOIÂNIA/HECAD;13/02/2022;10;5;5;0;50,0;20;4;16;0;80,0
GOIÂNIA/HECAD;14/02/2022;10;4;6;0;60,0;20;3;17;0;85,0
GOIÂNIA/HECAD;15/02/2022;10;6;4;0;40,0;20;4;16;0;80,0
GOIÂNIA/HECAD;16/02/2022;10;6;4;0;40,0;20;5;15;0;75,0
GOIÂNIA/HECAD;17/02/2022;10;6;4;0;40,0;20;4;16;0;80,0
GOIÂNIA/HECAD;18/02/2022;10;6;4;0;40,0;20;5;15;0;75,0
GOIÂNIA/HECAD;19/02/2022;10;8;2;0;20,0;20;4;16;0;80,0
GOIÂNIA/HECAD;20/02/2022;10;7;3;0;30,0;20;5;15;0;75,0
GOIÂNIA/HECAD;21/02/2022;10;7;3;0;30,0;20;5;15;0;75,0
GOIÂNIA/HECAD;22/02/2022;10;8;2;0;20,0;20;6;14;0;70,0
GOIÂNIA/HECAD;23/02/2022;10;7;3;0;30,0;20;7;13;0;65,0
GOIÂNIA/HECAD;24/02/2022;10;7;3;0;30,0;20;6;14;0;70,0
GOIÂNIA/HECAD;25/02/2022;10;7;3;0;30,0;20;4;16;0;80,0
GOIÂNIA/HECAD;26/02/2022;10;5;5;0;50,0;20;5;15;0;75,0
GOIÂNIA/HECAD;27/02/2022;10;5;5;0;50,0;20;6;14;0;70,0
GOIÂNIA/HECAD;28/02/2022;10;6;4;0;40,0;20;7;13;0;65,0
GOIÂNIA/HECAD;01/03/2022;10;6;4;0;40,0;20;8;12;0;60,0
GOIÂNIA/HECAD;02/03/2022;10;6;4;0;40,0;20;6;12;2;70,0
GOIÂNIA/HECAD;03/03/2022;10;6;4;0;40,0;20;7;12;1;65,0
GOIÂNIA/HECAD;04/03/2022;10;6;4;0;40,0;20;7;13;0;65,0
GOIÂNIA/HECAD;05/03/2022;10;6;4;0;40,0;20;10;10;0;50,0
GOIÂNIA/HECAD;06/03/2022;10;7;3;0;30,0;20;9;11;0;55,0
GOIÂNIA/HECAD;07/03/2022;10;7;3;0;30,0;20;7;13;0;65,0
GOIÂNIA/HECAD;08/03/2022;10;6;4;0;40,0;20;7;12;1;65,0
GOIÂNIA/HECAD;09/03/2022;10;5;5;0;50,0;20;5;15;0;75,0
GOIÂNIA/HECAD;10/03/2022;10;7;3;0;30,0;20;8;12;0;60,0
GOIÂNIA/HECAD;11/03/2022;10;8;2;0;20,0;20;9;11;0;55,0
GOIÂNIA/HECAD;12/03/2022;10;7;3;0;30,0;20;11;9;0;45,0
GOIÂNIA/HECAD;13/03/2022;10;6;3;1;40,0;20;11;9;0;45,0
GOIÂNIA/HECAD;14/03/2022;10;5;5;0;50,0;20;12;8;0;40,0
GOIÂNIA/HECAD;15/03/2022;10;5;5;0;50,0;20;12;8;0;40,0
GOIÂNIA/HECAD;16/03/2022;10;3;7;0;70,0;20;9;11;0;55,0
GOIÂNIA/HECAD;17/03/2022;10;0;8;2;100,0;20;8;11;1;60,0
GOIÂNIA/HECAD;18/03/2022;10;1;8;1;90,0;20;9;11;0;55,0
GOIÂNIA/HECAD;19/03/2022;10;0;10;0;100,0;20;8;12;0;60,0
GOIÂNIA/HECAD;20/03/2022;10;1;9;0;90,0;20;8;12;0;60,0
GOIÂNIA/HECAD;21/03/2022;10;0;10;0;100,0;20;3;17;0;85,0
GOIÂNIA/HECAD;22/03/2022;10;2;7;1;80,0;30;15;15;0;50,0
GOIÂNIA/HECAD;23/03/2022;10;0;9;1;100,0;30;14;16;0;53,33
GOIÂNIA/HECAD;24/03/2022;10;0;0;10;100,0;30;6;24;0;80,0
GOIÂNIA/HECAD;25/03/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;26/03/2022;;;;;;30;0;30;0;100,0
GOIÂNIA/HECAD;27/03/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;28/03/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;29/03/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;30/03/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;31/03/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;01/04/2022;;;;;;30;9;21;0;70,0
GOIÂNIA/HECAD;02/04/2022;;;;;;30;9;21;0;70,0
GOIÂNIA/HECAD;03/04/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;04/04/2022;;;;;;30;5;23;2;83,33
GOIÂNIA/HECAD;05/04/2022;;;;;;30;7;21;2;76,67
GOIÂNIA/HECAD;06/04/2022;;;;;;30;9;19;2;70,0
GOIÂNIA/HECAD;07/04/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;08/04/2022;;;;;;30;8;21;1;73,33
GOIÂNIA/HECAD;09/04/2022;;;;;;30;9;21;0;70,0
GOIÂNIA/HECAD;10/04/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;11/04/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;12/04/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;13/04/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;14/04/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;15/04/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;16/04/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;17/04/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;18/04/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;19/04/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;20/04/2022;;;;;;30;0;26;4;100,0
GOIÂNIA/HECAD;21/04/2022;;;;;;30;2;26;2;93,33
GOIÂNIA/HECAD;22/04/2022;;;;;;30;1;27;2;96,67
GOIÂNIA/HECAD;23/04/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;24/04/2022;;;;;;30;0;29;1;100,0
GOIÂNIA/HECAD;25/04/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;26/04/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;27/04/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;28/04/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;29/04/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;30/04/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;01/05/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;02/05/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;03/05/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;04/05/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;05/05/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;06/05/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;07/05/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;08/05/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;09/05/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;10/05/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;11/05/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;12/05/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;13/05/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;14/05/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;15/05/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;16/05/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;17/05/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;18/05/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;19/05/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;20/05/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;21/05/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;22/05/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;23/05/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;24/05/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;25/05/2022;;;;;;30;7;21;2;76,67
GOIÂNIA/HECAD;26/05/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;27/05/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;28/05/2022;;;;;;30;9;20;1;70,0
GOIÂNIA/HECAD;29/05/2022;;;;;;30;9;21;0;70,0
GOIÂNIA/HECAD;30/05/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;31/05/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;01/06/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;02/06/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;03/06/2022;;;;;;30;2;26;2;93,33
GOIÂNIA/HECAD;04/06/2022;;;;;;30;0;30;0;100,0
GOIÂNIA/HECAD;05/06/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;06/06/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;07/06/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;08/06/2022;;;;;;30;2;27;1;93,33
GOIÂNIA/HECAD;09/06/2022;;;;;;30;0;28;2;100,0
GOIÂNIA/HECAD;10/06/2022;;;;;;30;1;23;6;96,67
GOIÂNIA/HECAD;11/06/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;12/06/2022;;;;;;30;5;23;2;83,33
GOIÂNIA/HECAD;13/06/2022;;;;;;30;4;24;2;86,67
GOIÂNIA/HECAD;14/06/2022;;;;;;30;4;24;2;86,67
GOIÂNIA/HECAD;15/06/2022;;;;;;30;1;26;3;96,67
GOIÂNIA/HECAD;16/06/2022;;;;;;30;4;22;4;86,67
GOIÂNIA/HECAD;17/06/2022;;;;;;30;1;20;9;96,67
GOIÂNIA/HECAD;18/06/2022;;;;;;30;0;19;11;100,0
GOIÂNIA/HECAD;19/06/2022;;;;;;30;2;19;9;93,33
GOIÂNIA/HECAD;20/06/2022;;;;;;30;4;22;4;86,67
GOIÂNIA/HECAD;21/06/2022;;;;;;30;3;23;4;90,0
GOIÂNIA/HECAD;22/06/2022;;;;;;30;5;23;2;83,33
GOIÂNIA/HECAD;23/06/2022;;;;;;30;2;26;2;93,33
GOIÂNIA/HECAD;24/06/2022;;;;;;30;2;26;2;93,33
GOIÂNIA/HECAD;25/06/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;26/06/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;27/06/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;28/06/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;29/06/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;30/06/2022;;;;;;30;1;27;2;96,67
GOIÂNIA/HECAD;01/07/2022;;;;;;30;1;27;2;96,67
GOIÂNIA/HECAD;02/07/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;03/07/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;04/07/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;05/07/2022;;;;;;30;4;24;2;86,67
GOIÂNIA/HECAD;06/07/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;07/07/2022;;;;;;30;5;23;2;83,33
GOIÂNIA/HECAD;08/07/2022;;;;;;30;3;25;2;90,0
GOIÂNIA/HECAD;09/07/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;10/07/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;11/07/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;12/07/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;13/07/2022;;;;;;30;8;21;1;73,33
GOIÂNIA/HECAD;14/07/2022;;;;;;30;9;20;1;70,0
GOIÂNIA/HECAD;15/07/2022;;;;;;30;3;25;2;90,0
GOIÂNIA/HECAD;16/07/2022;;;;;;30;2;27;1;93,33
GOIÂNIA/HECAD;17/07/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;18/07/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;19/07/2022;;;;;;30;1;26;3;96,67
GOIÂNIA/HECAD;20/07/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;21/07/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;22/07/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;23/07/2022;;;;;;30;3;23;4;90,0
GOIÂNIA/HECAD;24/07/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;25/07/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;26/07/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;27/07/2022;;;;;;30;11;19;0;63,33
GOIÂNIA/HECAD;28/07/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;29/07/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;30/07/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;31/07/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;01/08/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;02/08/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;03/08/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;04/08/2022;;;;;;30;6;22;2;80,0
GOIÂNIA/HECAD;05/08/2022;;;;;;30;10;19;1;66,67
GOIÂNIA/HECAD;06/08/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;07/08/2022;;;;;;30;12;17;1;60,0
GOIÂNIA/HECAD;08/08/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;09/08/2022;;;;;;30;8;22;0;73,33
GOIÂNIA/HECAD;10/08/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;11/08/2022;;;;;;30;4;23;3;86,67
GOIÂNIA/HECAD;12/08/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;13/08/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;14/08/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;15/08/2022;;;;;;30;6;22;2;80,0
GOIÂNIA/HECAD;16/08/2022;;;;;;30;7;20;3;76,67
GOIÂNIA/HECAD;17/08/2022;;;;;;30;8;21;1;73,33
GOIÂNIA/HECAD;18/08/2022;;;;;;30;4;23;3;86,67
GOIÂNIA/HECAD;19/08/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;20/08/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;21/08/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;22/08/2022;;;;;;30;1;27;2;96,67
GOIÂNIA/HECAD;23/08/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;24/08/2022;;;;;;30;3;25;2;90,0
GOIÂNIA/HECAD;25/08/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;26/08/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;27/08/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;28/08/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;29/08/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;30/08/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;31/08/2022;;;;;;30;0;27;3;100,0
GOIÂNIA/HECAD;01/09/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;02/09/2022;;;;;;30;1;24;5;96,67
GOIÂNIA/HECAD;03/09/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;04/09/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;05/09/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;06/09/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;07/09/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;08/09/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;09/09/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;10/09/2022;;;;;;30;0;30;0;100,0
GOIÂNIA/HECAD;11/09/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;12/09/2022;;;;;;30;1;27;2;96,67
GOIÂNIA/HECAD;13/09/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;14/09/2022;;;;;;30;3;25;2;90,0
GOIÂNIA/HECAD;15/09/2022;;;;;;30;3;25;2;90,0
GOIÂNIA/HECAD;16/09/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;17/09/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;18/09/2022;;;;;;30;2;27;1;93,33
GOIÂNIA/HECAD;19/09/2022;;;;;;30;0;30;0;100,0
GOIÂNIA/HECAD;20/09/2022;;;;;;30;0;29;1;100,0
GOIÂNIA/HECAD;21/09/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;22/09/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;23/09/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;24/09/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;25/09/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;26/09/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;27/09/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;28/09/2022;;;;;;30;1;28;1;96,67
GOIÂNIA/HECAD;29/09/2022;;;;;;30;2;27;1;93,33
GOIÂNIA/HECAD;30/09/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;01/10/2022;;;;;;30;6;22;2;80,0
GOIÂNIA/HECAD;02/10/2022;;;;;;30;11;19;0;63,33
GOIÂNIA/HECAD;03/10/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;04/10/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;05/10/2022;;;;;;30;2;26;2;93,33
GOIÂNIA/HECAD;06/10/2022;;;;;;30;2;27;1;93,33
GOIÂNIA/HECAD;07/10/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;08/10/2022;;;;;;30;9;21;0;70,0
GOIÂNIA/HECAD;09/10/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;10/10/2022;;;;;;30;4;24;2;86,67
GOIÂNIA/HECAD;11/10/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;12/10/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;13/10/2022;;;;;;30;4;24;2;86,67
GOIÂNIA/HECAD;14/10/2022;;;;;;30;6;21;3;80,0
GOIÂNIA/HECAD;15/10/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;16/10/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;17/10/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;18/10/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;19/10/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;20/10/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;21/10/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;22/10/2022;;;;;;30;3;24;3;90,0
GOIÂNIA/HECAD;23/10/2022;;;;;;30;3;26;1;90,0
GOIÂNIA/HECAD;24/10/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;25/10/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;26/10/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;27/10/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;28/10/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;29/10/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;30/10/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;31/10/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;01/11/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;02/11/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;03/11/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;04/11/2022;;;;;;30;2;26;2;93,33
GOIÂNIA/HECAD;05/11/2022;;;;;;30;3;27;0;90,0
GOIÂNIA/HECAD;06/11/2022;;;;;;30;0;29;1;100,0
GOIÂNIA/HECAD;07/11/2022;;;;;;30;2;27;1;93,33
GOIÂNIA/HECAD;08/11/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;09/11/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;10/11/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;11/11/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;12/11/2022;;;;;;30;11;19;0;63,33
GOIÂNIA/HECAD;13/11/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;14/11/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;15/11/2022;;;;;;30;9;19;2;70,0
GOIÂNIA/HECAD;16/11/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;17/11/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;18/11/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;19/11/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;20/11/2022;;;;;;30;0;30;0;100,0
GOIÂNIA/HECAD;21/11/2022;;;;;;30;0;30;0;100,0
GOIÂNIA/HECAD;22/11/2022;;;;;;30;3;25;2;90,0
GOIÂNIA/HECAD;23/11/2022;;;;;;30;6;23;1;80,0
GOIÂNIA/HECAD;24/11/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;25/11/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;26/11/2022;;;;;;30;9;20;1;70,0
GOIÂNIA/HECAD;27/11/2022;;;;;;30;6;22;2;80,0
GOIÂNIA/HECAD;28/11/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;29/11/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;30/11/2022;;;;;;30;9;19;2;70,0
GOIÂNIA/HECAD;01/12/2022;;;;;;30;9;20;1;70,0
GOIÂNIA/HECAD;02/12/2022;;;;;;30;6;21;3;80,0
GOIÂNIA/HECAD;03/12/2022;;;;;;30;7;21;2;76,67
GOIÂNIA/HECAD;04/12/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;05/12/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;06/12/2022;;;;;;30;10;20;0;66,67
GOIÂNIA/HECAD;07/12/2022;;;;;;30;8;20;2;73,33
GOIÂNIA/HECAD;08/12/2022;;;;;;30;8;21;1;73,33
GOIÂNIA/HECAD;09/12/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;10/12/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;11/12/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;12/12/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;13/12/2022;;;;;;30;2;25;3;93,33
GOIÂNIA/HECAD;14/12/2022;;;;;;30;7;22;1;76,67
GOIÂNIA/HECAD;15/12/2022;;;;;;30;4;25;1;86,67
GOIÂNIA/HECAD;16/12/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;17/12/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;18/12/2022;;;;;;30;7;23;0;76,67
GOIÂNIA/HECAD;19/12/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;20/12/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;21/12/2022;;;;;;30;6;22;2;80,0
GOIÂNIA/HECAD;22/12/2022;;;;;;30;6;24;0;80,0
GOIÂNIA/HECAD;23/12/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;24/12/2022;;;;;;30;5;25;0;83,33
GOIÂNIA/HECAD;25/12/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;26/12/2022;;;;;;30;4;26;0;86,67
GOIÂNIA/HECAD;27/12/2022;;;;;;30;5;24;1;83,33
GOIÂNIA/HECAD;28/12/2022;;;;;;30;1;29;0;96,67
GOIÂNIA/HECAD;29/12/2022;;;;;;30;2;28;0;93,33
GOIÂNIA/HECAD;30/12/2022;;;;;;30;4;25;1;86,67
